"Àmbit territorial","Codi territorial","Nom territori","Any","Període","Habitatges","Renda","Tram de preus"
"Municipi","25140","Montferrer i Castellbò","2025","gener-desembre","9","826,67","> 600 euros/mes"
"Municipi","43089","Montferri","2025","gener-desembre","2",,"> 450 i <= 600 euros/mes"
"Municipi","25138","Montgai","2025","gener-desembre","2",,"> 350 i <= 450 euros/mes"
"Municipi","08126","Montgat","2025","gener-desembre","127","1.129,51","> 600 euros/mes"
"Municipi","08132","Montmajor","2025","gener-desembre","5",,"> 600 euros/mes"
"Municipi","08133","Montmaneu","2025","gener-desembre","1",,"> 350 i <= 450 euros/mes"
"Municipi","43090","Montmell, el","2025","gener-desembre","6","717,67","> 600 euros/mes"
"Municipi","08135","Montmeló","2025","gener-desembre","79","728,31","> 600 euros/mes"
"Municipi","25142","Montoliu de Lleida","2025","gener-desembre","1",,"> 450 i <= 600 euros/mes"
"Municipi","25141","Montoliu de Segarra","2025","gener-desembre","1",,"> 450 i <= 600 euros/mes"
"Municipi","25143","Montornès de Segarra","2025","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","08136","Montornès del Vallès","2025","gener-desembre","127","702,88","> 600 euros/mes"
"Municipi","43091","Mont-ral","2025","gener-desembre","3",,"> 350 i <= 450 euros/mes"
"Municipi","17110","Mont-ras","2025","gener-desembre","4",,"> 600 euros/mes"
"Municipi","43092","Mont-roig del Camp","2025","gener-desembre","175","663,88","> 600 euros/mes"
"Municipi","08137","Montseny","2025","gener-desembre","10","713,00","> 600 euros/mes"
"Municipi","43093","Móra d'Ebre","2025","gener-desembre","89","415,07","> 350 i <= 450 euros/mes"
"Municipi","43094","Móra la Nova","2025","gener-desembre","19","400,41","> 350 i <= 450 euros/mes"
"Municipi","43095","Morell, el","2025","gener-desembre","42","593,91","> 450 i <= 600 euros/mes"
"Municipi","43096","Morera de Montsant, la","2025","gener-desembre","1",,"> 350 i <= 450 euros/mes"
"Municipi","08129","Muntanyola","2025","gener-desembre","2",,"> 600 euros/mes"
"Municipi","08139","Mura","2025","gener-desembre","2",,"> 450 i <= 600 euros/mes"
"Municipi","25025","Naut Aran","2025","gener-desembre","9","1.081,11","> 600 euros/mes"
"Municipi","08140","Navarcles","2025","gener-desembre","74","534,32","> 450 i <= 600 euros/mes"
"Municipi","08141","Navàs","2025","gener-desembre","90","465,80","> 450 i <= 600 euros/mes"
"Municipi","17111","Navata","2025","gener-desembre","17","759,03","> 600 euros/mes"
"Municipi","25146","Navès","2025","gener-desembre","3",,"> 450 i <= 600 euros/mes"
"Municipi","08142","Nou de Berguedà, la","2025","gener-desembre","1",,"> 600 euros/mes"
"Municipi","43097","Nou de Gaià, la","2025","gener-desembre","4",,"> 350 i <= 450 euros/mes"
"Municipi","43098","Nulles","2025","gener-desembre","4",,"> 450 i <= 600 euros/mes"
"Municipi","25148","Odèn","2025","gener-desembre","1",,"> 350 i <= 450 euros/mes"
"Municipi","08143","Òdena","2025","gener-desembre","23","524,12","> 450 i <= 600 euros/mes"
"Municipi","17112","Ogassa","2025","gener-desembre","3",,"<= 350 euros/mes"
"Municipi","08145","Olèrdola","2025","gener-desembre","21","819,52","> 600 euros/mes"
"Municipi","08146","Olesa de Bonesvalls","2025","gener-desembre","11","641,01","> 600 euros/mes"
"Municipi","08147","Olesa de Montserrat","2025","gener-desembre","219","680,95","> 600 euros/mes"
"Municipi","25149","Oliana","2025","gener-desembre","24","418,33","> 350 i <= 450 euros/mes"
"Municipi","25151","Olius","2025","gener-desembre","8","645,00","> 600 euros/mes"
"Municipi","08148","Olivella","2025","gener-desembre","16","1.436,33","> 600 euros/mes"
"Municipi","08149","Olost","2025","gener-desembre","9","636,67","> 600 euros/mes"
"Municipi","17114","Olot","2025","gener-desembre","633","556,98","> 450 i <= 600 euros/mes"
"Municipi","25152","Oluges, les","2025","gener-desembre","1",,"> 600 euros/mes"
"Municipi","08144","Olvan","2025","gener-desembre","7","556,43","> 450 i <= 600 euros/mes"
"Municipi","25153","Omellons, els","2025","gener-desembre","2",,"> 450 i <= 600 euros/mes"
"Municipi","25154","Omells de Na Gaia, els","2025","gener-desembre","2",,"> 450 i <= 600 euros/mes"
"Municipi","25155","Organyà","2025","gener-desembre","23","492,21","> 450 i <= 600 euros/mes"
"Municipi","08150","Orís","2025","gener-desembre","2",,"> 450 i <= 600 euros/mes"
"Municipi","08151","Oristà","2025","gener-desembre","8","605,30","> 600 euros/mes"
"Municipi","08152","Orpí","2025","gener-desembre","1",,"> 450 i <= 600 euros/mes"
"Municipi","08153","Òrrius","2025","gener-desembre","10","737,22","> 600 euros/mes"
"Municipi","25156","Os de Balaguer","2025","gener-desembre","7","497,14","> 450 i <= 600 euros/mes"
"Municipi","17116","Osor","2025","gener-desembre","3",,"> 600 euros/mes"
"Municipi","25157","Ossó de Sió","2025","gener-desembre","2",,"> 450 i <= 600 euros/mes"
"Municipi","08154","Pacs del Penedès","2025","gener-desembre","5",,"> 600 euros/mes"
"Municipi","08155","Palafolls","2025","gener-desembre","85","617,45","> 600 euros/mes"
"Municipi","17117","Palafrugell","2025","gener-desembre","279","649,65","> 600 euros/mes"
"Municipi","17118","Palamós","2025","gener-desembre","265","722,65","> 600 euros/mes"
"Municipi","25158","Palau d'Anglesola, el","2025","gener-desembre","17","498,82","> 450 i <= 600 euros/mes"
"Municipi","17121","Palau-sator","2025","gener-desembre","4",,"> 600 euros/mes"
"Municipi","17120","Palau-saverdera","2025","gener-desembre","9","800,00","> 600 euros/mes"
"Municipi","08156","Palau-solità i Plegamans","2025","gener-desembre","117","864,87","> 600 euros/mes"
"Municipi","43100","Pallaresos, els","2025","gener-desembre","7","782,14","> 600 euros/mes"
"Municipi","08157","Pallejà","2025","gener-desembre","102","925,44","> 600 euros/mes"
"Municipi","08905","Palma de Cervelló, la","2025","gener-desembre","48","836,86","> 600 euros/mes"
"Municipi","43099","Palma d'Ebre, la","2025","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","17123","Palol de Revardit","2025","gener-desembre","3",,"> 600 euros/mes"
"Municipi","17124","Pals","2025","gener-desembre","23","757,06","> 600 euros/mes"
"Municipi","08158","Papiol, el","2025","gener-desembre","33","937,79","> 600 euros/mes"
"Municipi","17125","Pardines","2025","gener-desembre","3",,"> 600 euros/mes"
"Municipi","08159","Parets del Vallès","2025","gener-desembre","160","829,13","> 600 euros/mes"
"Municipi","17126","Parlavà","2025","gener-desembre","1",,"> 600 euros/mes"
"Municipi","17128","Pau","2025","gener-desembre","4",,"> 600 euros/mes"
"Municipi","43102","Paüls","2025","gener-desembre","4",,"> 450 i <= 600 euros/mes"
"Municipi","17129","Pedret i Marzà","2025","gener-desembre","1",,"> 600 euros/mes"
"Municipi","25164","Penelles","2025","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","17130","Pera, la","2025","gener-desembre","2",,"> 600 euros/mes"
"Municipi","08160","Perafita","2025","gener-desembre","5",,"> 600 euros/mes"
"Municipi","43103","Perafort","2025","gener-desembre","12","692,75","> 600 euros/mes"
"Municipi","17132","Peralada","2025","gener-desembre","38","718,19","> 600 euros/mes"
"Municipi","25165","Peramola","2025","gener-desembre","3",,"> 350 i <= 450 euros/mes"
"Municipi","43104","Perelló, el","2025","gener-desembre","25","473,34","> 450 i <= 600 euros/mes"
"Municipi","08161","Piera","2025","gener-desembre","108","666,36","> 600 euros/mes"
"Municipi","43105","Piles, les","2025","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","08163","Pineda de Mar","2025","gener-desembre","375","673,65","> 600 euros/mes"
"Municipi","43106","Pinell de Brai, el","2025","gener-desembre","4",,"<= 350 euros/mes"
"Municipi","25167","Pinós","2025","gener-desembre","4",,"> 350 i <= 450 euros/mes"
"Municipi","43107","Pira","2025","gener-desembre","5",,"> 600 euros/mes"
"Municipi","43108","Pla de Santa Maria, el","2025","gener-desembre","30","540,60","> 450 i <= 600 euros/mes"
"Municipi","08164","Pla del Penedès, el","2025","gener-desembre","34","654,84","> 600 euros/mes"
"Municipi","17133","Planes d'Hostoles, les","2025","gener-desembre","24","557,25","> 450 i <= 600 euros/mes"
"Municipi","17134","Planoles","2025","gener-desembre","7","466,43","> 450 i <= 600 euros/mes"
"Municipi","25911","Plans de Sió, els","2025","gener-desembre","2",,"<= 350 euros/mes"
"Municipi","25168","Poal, el","2025","gener-desembre","1",,"> 450 i <= 600 euros/mes"
"Municipi","08165","Pobla de Claramunt, la","2025","gener-desembre","22","530,62","> 450 i <= 600 euros/mes"
"Municipi","08166","Pobla de Lillet, la","2025","gener-desembre","18","473,06","> 450 i <= 600 euros/mes"
"Municipi","43109","Pobla de Mafumet, la","2025","gener-desembre","73","674,63","> 600 euros/mes"
"Municipi","43111","Pobla de Montornès, la","2025","gener-desembre","24","630,16","> 600 euros/mes"
"Municipi","25171","Pobla de Segur, la","2025","gener-desembre","121","379,48","> 350 i <= 450 euros/mes"
"Municipi","08167","Polinyà","2025","gener-desembre","63","783,87","> 600 euros/mes"
"Municipi","43113","Pont d'Armentera, el","2025","gener-desembre","6","443,33","> 350 i <= 450 euros/mes"
"Municipi","25030","Pont de Bar, el","2025","gener-desembre","1",,"> 600 euros/mes"
"Municipi","17135","Pont de Molins","2025","gener-desembre","6","595,00","> 450 i <= 600 euros/mes"
"Municipi","25173","Pont de Suert, el","2025","gener-desembre","28","424,37","> 350 i <= 450 euros/mes"
"Municipi","08182","Pont de Vilomara i Rocafort, el","2025","gener-desembre","49","600,77","> 600 euros/mes"
"Municipi","08168","Pontons","2025","gener-desembre","5",,"> 350 i <= 450 euros/mes"
"Municipi","17136","Pontós","2025","gener-desembre","2",,"> 600 euros/mes"
"Municipi","25172","Ponts","2025","gener-desembre","37","398,16","> 350 i <= 450 euros/mes"
"Municipi","17137","Porqueres","2025","gener-desembre","22","718,47","> 600 euros/mes"
"Municipi","43114","Porrera","2025","gener-desembre","1",,"> 600 euros/mes"
"Municipi","17140","Port de la Selva, el","2025","gener-desembre","16","692,46","> 600 euros/mes"
"Municipi","17138","Portbou","2025","gener-desembre","9","437,64","> 350 i <= 450 euros/mes"
"Municipi","25174","Portella, la","2025","gener-desembre","3",,"> 350 i <= 450 euros/mes"
"Municipi","43115","Pradell de la Teixeta","2025","gener-desembre","1",,"> 350 i <= 450 euros/mes"
"Municipi","43116","Prades","2025","gener-desembre","11","434,09","> 350 i <= 450 euros/mes"
"Municipi","08169","Prat de Llobregat, el","2025","gener-desembre","588","841,32","> 600 euros/mes"
"Municipi","43118","Pratdip","2025","gener-desembre","5",,"> 450 i <= 600 euros/mes"
"Municipi","08171","Prats de Lluçanès","2025","gener-desembre","51","488,63","> 450 i <= 600 euros/mes"
"Municipi","08170","Prats de Rei, els","2025","gener-desembre","8","426,26","> 350 i <= 450 euros/mes"
"Municipi","25175","Prats i Sansor","2025","gener-desembre","2",,"> 600 euros/mes"
"Municipi","25176","Preixana","2025","gener-desembre","1",,"> 350 i <= 450 euros/mes"
"Municipi","25177","Preixens","2025","gener-desembre","1",,"> 450 i <= 600 euros/mes"
"Municipi","08230","Premià de Dalt","2025","gener-desembre","86","1.167,11","> 600 euros/mes"
"Municipi","08172","Premià de Mar","2025","gener-desembre","312","898,86","> 600 euros/mes"
"Municipi","17139","Preses, les","2025","gener-desembre","15","620,67","> 600 euros/mes"
"Municipi","25179","Prullans","2025","gener-desembre","5",,"> 600 euros/mes"
"Municipi","17141","Puigcerdà","2025","gener-desembre","183","627,82","> 600 euros/mes"
"Municipi","08174","Puigdàlber","2025","gener-desembre","6","705,00","> 600 euros/mes"
"Municipi","25180","Puiggròs","2025","gener-desembre","2",,"> 450 i <= 600 euros/mes"
"Municipi","43119","Puigpelat","2025","gener-desembre","9","548,76","> 450 i <= 600 euros/mes"
"Municipi","08175","Puig-reig","2025","gener-desembre","87","503,92","> 450 i <= 600 euros/mes"
"Municipi","25182","Puigverd de Lleida","2025","gener-desembre","5",,"> 450 i <= 600 euros/mes"
"Municipi","08176","Pujalt","2025","gener-desembre","2",,"> 600 euros/mes"
"Municipi","17142","Quart","2025","gener-desembre","32","940,34","> 600 euros/mes"
"Municipi","17043","Queralbs","2025","gener-desembre","2",,"<= 350 euros/mes"
"Municipi","43120","Querol","2025","gener-desembre","3",,"> 350 i <= 450 euros/mes"
"Municipi","17143","Rabós","2025","gener-desembre","4",,"> 600 euros/mes"
"Municipi","08178","Rajadell","2025","gener-desembre","5",,"> 350 i <= 450 euros/mes"
"Municipi","43136","Ràpita, la","2025","gener-desembre","289","435,36","> 350 i <= 450 euros/mes"
"Municipi","43121","Rasquera","2025","gener-desembre","5",,"> 350 i <= 450 euros/mes"
"Municipi","17144","Regencós","2025","gener-desembre","1",,"> 600 euros/mes"
"Municipi","08179","Rellinars","2025","gener-desembre","4",,"> 600 euros/mes"
"Municipi","43123","Reus","2025","gener-desembre","1.685","576,27","> 450 i <= 600 euros/mes"
"Municipi","25183","Rialp","2025","gener-desembre","23","461,74","> 450 i <= 600 euros/mes"
"Municipi","43124","Riba, la","2025","gener-desembre","4",,"> 450 i <= 600 euros/mes"
"Municipi","43125","Riba-roja d'Ebre","2025","gener-desembre","15","369,33","> 350 i <= 450 euros/mes"
"Municipi","25905","Ribera d'Ondara","2025","gener-desembre","6","485,83","> 450 i <= 600 euros/mes"
"Municipi","25185","Ribera d'Urgellet","2025","gener-desembre","8","643,75","> 600 euros/mes"
"Municipi","17145","Ribes de Freser","2025","gener-desembre","33","563,70","> 450 i <= 600 euros/mes"
"Municipi","17146","Riells i Viabrea","2025","gener-desembre","31","846,46","> 600 euros/mes"
"Municipi","43126","Riera de Gaià, la","2025","gener-desembre","16","627,81","> 600 euros/mes"
"Municipi","25186","Riner","2025","gener-desembre","1",,"> 450 i <= 600 euros/mes"
"Municipi","17147","Ripoll","2025","gener-desembre","192","461,03","> 450 i <= 600 euros/mes"
"Municipi","08180","Ripollet","2025","gener-desembre","292","730,30","> 600 euros/mes"
"Municipi","25913","Riu de Cerdanya","2025","gener-desembre","2",,"> 600 euros/mes"
"Municipi","17148","Riudarenes","2025","gener-desembre","25","664,40","> 600 euros/mes"
"Municipi","17149","Riudaura","2025","gener-desembre","4",,"> 600 euros/mes"
"Municipi","43127","Riudecanyes","2025","gener-desembre","9","834,44","> 600 euros/mes"
"Municipi","43128","Riudecols","2025","gener-desembre","18","488,06","> 450 i <= 600 euros/mes"
"Municipi","17150","Riudellots de la Selva","2025","gener-desembre","24","792,94","> 600 euros/mes"
"Municipi","43129","Riudoms","2025","gener-desembre","80","592,54","> 450 i <= 600 euros/mes"
"Municipi","17151","Riumors","2025","gener-desembre","1",,"> 600 euros/mes"
"Municipi","08181","Roca del Vallès, la","2025","gener-desembre","106","824,60","> 600 euros/mes"
"Municipi","43130","Rocafort de Queralt","2025","gener-desembre","3",,"> 350 i <= 450 euros/mes"
"Municipi","43131","Roda de Berà","2025","gener-desembre","105","685,96","> 600 euros/mes"
"Municipi","08183","Roda de Ter","2025","gener-desembre","95","548,98","> 450 i <= 600 euros/mes"
"Municipi","43132","Rodonyà","2025","gener-desembre","6","432,50","> 350 i <= 450 euros/mes"
"Municipi","43133","Roquetes","2025","gener-desembre","94","466,96","> 450 i <= 600 euros/mes"
"Municipi","17152","Roses","2025","gener-desembre","308","631,62","> 600 euros/mes"
"Municipi","25189","Rosselló","2025","gener-desembre","39","539,44","> 450 i <= 600 euros/mes"
"Municipi","43134","Rourell, el","2025","gener-desembre","4",,"> 450 i <= 600 euros/mes"
"Municipi","08184","Rubí","2025","gener-desembre","869","783,12","> 600 euros/mes"
"Municipi","08185","Rubió","2025","gener-desembre","2",,"> 350 i <= 450 euros/mes"
"Municipi","17153","Rupià","2025","gener-desembre","6","838,33","> 600 euros/mes"
"Municipi","08901","Rupit i Pruit","2025","gener-desembre","3",,"> 600 euros/mes"
"Municipi","08187","Sabadell","2025","gener-desembre","2.738","820,90","> 600 euros/mes"
"Municipi","25190","Salàs de Pallars","2025","gener-desembre","2",,"> 350 i <= 450 euros/mes"
"Municipi","08190","Saldes","2025","gener-desembre","10","368,80","> 350 i <= 450 euros/mes"
"Municipi","08191","Sallent","2025","gener-desembre","81","533,82","> 450 i <= 600 euros/mes"
"Municipi","43135","Salomó","2025","gener-desembre","8","431,88","> 350 i <= 450 euros/mes"
"Municipi","43905","Salou","2025","gener-desembre","544","656,88","> 600 euros/mes"
"Municipi","17155","Salt","2025","gener-desembre","306","532,30","> 450 i <= 600 euros/mes"
"Municipi","25191","Sanaüja","2025","gener-desembre","5",,"<= 350 euros/mes"
"Municipi","08194","Sant Adrià de Besòs","2025","gener-desembre","311","915,11","> 600 euros/mes"
"Municipi","08196","Sant Andreu de la Barca","2025","gener-desembre","262","762,72","> 600 euros/mes"
"Municipi","08197","Sant Andreu de Llavaneres","2025","gener-desembre","173","1.163,47","> 600 euros/mes"
"Municipi","17183","Sant Aniol de Finestres","2025","gener-desembre","2",,"> 600 euros/mes"
"Municipi","08198","Sant Antoni de Vilamajor","2025","gener-desembre","65","810,46","> 600 euros/mes"
"Municipi","08199","Sant Bartomeu del Grau","2025","gener-desembre","5",,"> 600 euros/mes"
"Municipi","08200","Sant Boi de Llobregat","2025","gener-desembre","707","814,66","> 600 euros/mes"
"Municipi","08201","Sant Boi de Lluçanès","2025","gener-desembre","5",,"> 350 i <= 450 euros/mes"
"Municipi","08203","Sant Cebrià de Vallalta","2025","gener-desembre","34","1.108,04","> 600 euros/mes"
"Municipi","08202","Sant Celoni","2025","gener-desembre","246","690,00","> 600 euros/mes"
"Municipi","08204","Sant Climent de Llobregat","2025","gener-desembre","49","954,13","> 600 euros/mes"
